time_ms,power_pct,weight_g,flow_gps,pressure_bar,clicks_total,clicks_per_s
1842941,80.0,734.50,1.203,0.00,14,47.62
1843136,80.0,734.70,1.153,0.00,24,51.28
1843241,80.0,735.00,1.579,1.26,29,47.62
1843346,80.0,735.10,1.422,0.21,33,38.10
1843451,80.0,735.20,1.305,0.00,39,57.14
1843646,80.0,735.30,1.107,0.00,48,46.15
1843751,80.0,735.30,0.830,0.13,53,47.62
1843856,80.0,735.50,1.099,0.00,58,47.62
1844021,80.0,736.30,2.036,0.29,66,48.48
1844126,80.0,736.80,2.718,0.00,71,47.62
1844321,80.0,737.70,3.553,0.00,81,51.28
1844426,80.0,738.30,4.093,0.00,85,38.10
1844531,80.0,738.90,4.498,0.00,90,47.62
1844726,80.0,739.90,4.762,0.74,100,51.28
1844831,80.0,741.00,6.191,0.07,105,47.62
1845026,80.0,742.00,5.714,0.00,114,46.15
1845131,80.0,742.60,5.714,0.00,119,47.62
1845236,80.0,743.10,5.476,1.12,125,57.14
1845431,80.0,744.20,5.551,0.00,133,41.03
1845536,80.0,744.70,5.354,0.06,139,57.14
1845731,80.0,745.70,5.214,0.04,148,46.15
1845836,80.0,746.20,5.101,0.00,153,47.62
1845941,80.0,746.80,5.254,0.02,158,47.62
1846136,80.0,747.80,5.188,0.00,168,51.28
1846241,80.0,748.30,5.081,0.29,173,47.62
1846436,80.0,749.20,4.912,0.00,182,46.15
1846541,80.0,749.70,4.874,0.00,187,47.62
1846646,80.0,750.10,4.608,0.00,192,47.62
1846751,80.0,750.70,4.885,0.69,197,47.62
1846871,80.0,751.20,4.705,0.00,203,50.00
1847036,80.0,752.30,5.196,0.00,211,48.48
1847141,80.0,752.80,5.087,0.00,216,47.62
1847260,80.0,753.40,5.076,0.49,221,42.02
1847366,80.0,753.80,4.750,0.00,226,47.17
1847546,80.0,754.90,5.091,0.01,235,50.00
1847651,80.0,755.40,5.008,0.00,241,57.14
1847756,80.0,755.90,4.947,0.09,245,38.10
1847951,80.0,756.90,5.015,0.02,255,51.28
1848056,80.0,757.50,5.190,0.31,260,47.62
1848160,80.0,758.00,5.094,0.00,265,48.08
1848266,80.0,758.50,5.000,0.00,270,47.17
1848460,80.0,759.50,5.056,0.00,279,46.39
1848566,80.0,760.00,4.971,0.32,285,56.60
1848671,80.0,760.60,5.157,0.00,289,38.10
1848776,80.0,761.10,5.058,0.10,294,47.62
1848881,80.0,761.60,4.984,0.00,299,47.62
1849076,80.0,762.60,5.036,0.00,309,51.28
1849181,80.0,763.10,4.967,0.00,313,38.10
1849286,80.0,763.60,4.916,0.49,319,57.14
1849391,80.0,764.20,5.116,0.00,324,47.62
1849496,80.0,764.70,5.027,0.62,329,47.62
1849691,80.0,765.90,5.477,0.00,338,46.15
1849796,80.0,766.30,5.060,0.00,343,47.62
1849961,80.0,767.40,5.462,0.96,351,48.48
1850066,80.0,767.90,5.287,0.20,357,57.14
1850201,80.0,768.40,4.891,0.00,363,44.44
1850366,80.0,769.40,5.183,0.00,371,48.48
1850471,80.0,770.00,5.316,0.34,376,47.62
1850666,80.0,771.00,5.252,0.00,385,46.15
1850771,80.0,771.50,5.130,0.16,390,47.62
1850876,80.0,772.00,5.038,0.00,395,47.62
1851086,80.0,773.00,4.917,0.00,405,47.62
1851266,80.0,774.50,6.516,0.46,414,50.00
1851371,80.0,775.10,6.315,0.00,419,47.62
1851476,80.0,775.60,5.927,0.55,424,47.62
1851671,80.0,776.60,5.566,0.00,433,46.15
1851776,80.0,777.10,5.365,0.52,438,47.62
1851881,80.0,777.60,5.214,0.00,443,47.62
1852076,80.0,778.60,5.165,0.17,453,51.28
1852196,80.0,779.10,4.916,0.00,458,41.67
1852376,80.0,780.10,5.076,0.00,467,50.00
1852481,80.0,780.60,4.997,1.20,472,47.62
1852586,80.0,781.10,4.938,0.36,477,47.62
1852691,80.0,781.70,5.132,0.00,482,47.62
1852886,80.0,782.70,5.119,0.00,492,51.28
1853081,80.0,783.70,5.082,0.00,501,46.15
1853201,80.0,784.30,5.061,0.09,507,50.00
1853306,80.0,784.80,4.987,0.50,512,47.62
1853486,80.0,785.80,5.129,0.58,521,50.00
1853591,80.0,786.30,5.037,0.01,525,38.10
1853786,80.0,787.40,5.304,0.65,535,51.28
1853891,80.0,787.90,5.168,0.00,540,47.62
1853996,80.0,788.40,5.067,0.98,545,47.62
1857058,82.5,795.60,4.388,0.00,0,0.00
1857416,82.5,795.60,3.291,0.00,0,0.00
1857521,82.5,795.60,2.468,0.00,0,0.00
1857716,82.5,795.60,1.388,0.35,5,25.64
1857821,82.5,795.80,1.517,0.30,10,47.62
1858016,82.5,796.20,1.776,0.00,19,46.15
1858121,82.5,796.60,2.284,0.77,24,47.62
1858226,82.5,796.60,1.713,0.86,29,47.62
1858421,82.5,796.60,0.994,0.64,39,51.28
1858526,82.5,796.60,0.745,0.00,44,47.62
1858631,82.5,796.60,0.559,0.00,50,57.14
1858826,82.5,797.30,1.922,1.33,59,46.15
1858931,82.5,797.80,2.632,0.60,65,57.14
1859051,82.5,798.20,2.807,0.59,70,41.67
1859246,82.5,799.20,3.811,0.07,79,46.15
1859426,82.5,800.30,4.386,0.75,88,50.00
1859531,82.5,800.80,4.480,0.82,94,57.14
1859651,82.5,801.20,4.193,0.66,100,50.00
1859831,82.5,802.30,4.673,0.00,109,50.00
1859936,82.5,802.80,4.695,1.09,114,47.62
1860041,82.5,803.30,4.712,1.09,119,47.62
1860146,82.5,803.70,4.486,1.27,124,47.62
1860341,82.5,804.70,4.756,0.54,133,46.15
1860446,82.5,805.30,4.995,0.26,138,47.62
1860551,82.5,805.90,5.175,0.13,144,57.14
1860656,82.5,806.40,5.072,0.44,149,47.62
1860761,82.5,806.90,4.994,0.75,154,47.62
1860956,82.5,808.00,5.250,0.65,164,51.28
1861061,82.5,808.60,5.366,0.00,169,47.62
1861166,82.5,809.10,5.215,0.32,174,47.62
1861271,82.5,809.60,5.102,0.57,179,47.62
1861466,82.5,810.70,5.340,0.62,189,51.28
1861571,82.5,811.20,5.195,0.00,194,47.62
1861676,82.5,811.70,5.087,0.00,199,47.62
1861781,82.5,812.30,5.244,0.00,205,57.14
1861976,82.5,813.30,5.215,1.05,214,46.15
1862081,82.5,813.80,5.102,0.54,220,57.14
1862246,82.5,814.90,5.493,0.00,227,42.42
1862351,82.5,815.40,5.310,0.00,233,57.14
1862456,82.5,815.90,5.173,0.69,238,47.62
1862651,82.5,817.00,5.350,1.05,247,46.15
1862756,82.5,817.50,5.203,0.49,252,47.62
1862951,82.5,818.60,5.367,0.35,262,51.28
1863056,82.5,819.10,5.216,0.19,267,47.62
1863161,82.5,819.60,5.102,0.44,272,47.62
1863356,82.5,820.70,5.311,0.62,282,51.28
1863461,82.5,821.20,5.173,0.65,287,47.62
1863656,82.5,822.30,5.380,0.00,297,51.28
1863761,82.5,822.80,5.226,0.61,302,47.62
1863866,82.5,823.30,5.110,0.58,307,47.62
1864061,82.5,824.90,6.535,0.47,316,46.15
1864166,82.5,825.40,6.092,0.00,322,57.14
1864361,82.5,826.50,5.867,0.19,331,46.15
1864466,82.5,827.00,5.591,0.81,337,57.14
1864571,82.5,827.50,5.384,0.48,342,47.62
1864766,82.5,828.60,5.498,0.36,352,51.28
1864871,82.5,829.10,5.314,0.30,356,38.10
1864976,82.5,829.60,5.176,0.26,361,47.62
1865081,82.5,830.10,5.073,0.35,367,57.14
1865186,82.5,830.70,5.233,0.54,372,47.62
1865366,82.5,831.70,5.374,0.00,381,50.00
1865471,82.5,832.20,5.221,0.00,386,47.62
1865591,82.5,832.70,4.958,1.40,392,50.00
1865771,82.5,833.70,5.107,0.28,401,50.00
1865876,82.5,834.20,5.021,0.35,406,47.62
1865981,82.5,834.80,5.194,0.44,411,47.62
1866086,82.5,835.40,5.324,0.32,416,47.62
1866281,82.5,836.50,5.465,0.22,426,51.28
1866386,82.5,837.00,5.289,0.35,431,47.62
1866491,82.5,837.60,5.395,0.45,436,47.62
1866596,82.5,838.10,5.237,0.00,441,47.62
1866791,82.5,839.10,5.178,0.00,451,51.28
1866896,82.5,839.60,5.074,1.40,456,47.62
1867001,82.5,840.20,5.234,0.51,461,47.62
1867106,82.5,840.70,5.116,0.29,466,47.62
1867301,82.5,841.80,5.318,0.44,476,51.28
1867406,82.5,842.30,5.179,0.39,481,47.62
1867511,82.5,842.80,5.075,0.84,486,47.62
1867616,82.5,843.30,4.997,0.50,492,57.14
1867721,82.5,843.90,5.176,0.27,497,47.62
1867916,82.5,844.90,5.164,0.40,507,51.28
1868021,82.5,845.40,5.064,0.37,511,38.10
1868126,82.5,845.90,4.988,0.74,516,47.62
1868291,82.5,846.70,4.953,0.13,525,54.55
1868396,82.5,847.20,4.905,0.22,530,47.62
1868591,82.5,848.30,5.200,0.38,539,46.15
1868696,82.5,848.80,5.090,0.36,544,47.62
1868801,82.5,849.30,5.008,0.78,550,57.14
1868996,82.5,850.40,5.258,0.24,559,46.15
1872059,85.0,857.60,4.531,0.02,0,0.00
1872446,85.0,857.90,3.592,0.00,0,0.00
1872626,85.0,858.20,3.111,0.00,0,0.00
1872731,85.0,858.20,2.333,0.15,3,28.57
1872836,85.0,858.30,1.988,0.00,8,47.62
1872941,85.0,858.30,1.491,0.00,13,47.62
1873046,85.0,858.60,1.832,0.00,19,57.14
1873151,85.0,858.90,2.089,0.00,24,47.62
1873346,85.0,859.10,1.591,0.00,34,51.28
1873451,85.0,859.10,1.194,0.00,39,47.62
1873556,85.0,859.20,1.133,0.00,45,57.14
1873661,85.0,859.20,0.850,0.00,50,47.62
1873766,85.0,859.20,0.638,0.00,56,57.14
1873961,85.0,859.70,1.490,0.00,65,46.15
1874066,85.0,860.40,2.784,0.00,71,57.14
1874231,85.0,861.30,3.451,0.00,79,48.48
1874336,85.0,861.80,3.779,0.00,84,47.62
1874531,85.0,862.90,4.566,0.00,95,56.41
1874636,85.0,863.50,4.853,0.06,100,47.62
1874741,85.0,864.10,5.068,0.21,105,47.62
1874936,85.0,865.20,5.321,0.00,115,51.28
1875041,85.0,865.70,5.181,0.00,120,47.62
1875236,85.0,866.70,5.117,0.00,130,51.28
1875341,85.0,867.20,5.028,0.00,135,47.62
1875446,85.0,867.70,4.962,0.00,141,57.14
1875641,85.0,868.80,5.231,0.00,151,51.28
1875746,85.0,869.40,5.352,0.00,157,57.14
1875941,85.0,870.50,5.481,0.00,166,46.15
1876046,85.0,871.00,5.301,0.00,172,57.14
1876151,85.0,871.60,5.404,0.00,177,47.62
1876346,85.0,872.70,5.510,0.00,187,51.28
1876451,85.0,873.30,5.561,0.00,192,47.62
1876556,85.0,873.80,5.361,0.00,198,57.14
1876751,85.0,875.30,6.438,0.14,208,51.28
1876871,85.0,875.80,5.870,0.00,214,50.00
1877051,85.0,876.80,5.802,0.00,223,50.00
1877156,85.0,877.30,5.542,0.00,228,47.62
1877351,85.0,878.40,5.558,0.00,238,51.28
1877471,85.0,879.00,5.418,0.00,244,50.00
1877576,85.0,879.50,5.254,0.00,249,47.62
1877681,85.0,880.10,5.369,0.00,255,57.14
1877861,85.0,881.20,5.555,0.00,264,50.00
1878056,85.0,882.20,5.357,0.00,274,51.28
1878161,85.0,882.80,5.446,0.01,279,47.62
1878266,85.0,883.40,5.513,0.00,285,57.14
1878371,85.0,883.90,5.325,0.00,290,47.62
1878476,85.0,884.40,5.184,0.00,295,47.62
1878656,85.0,885.50,5.625,0.06,305,55.56
1878776,85.0,886.00,5.260,0.00,311,50.00
1878881,85.0,886.60,5.374,0.00,317,57.14
1878986,85.0,887.10,5.221,0.00,322,47.62
1879091,85.0,887.70,5.344,0.00,327,47.62
1879286,85.0,888.80,5.476,0.00,337,51.28
1879391,85.0,889.30,5.298,0.00,342,47.62
1879496,85.0,889.90,5.402,0.00,348,57.14
1879601,85.0,890.40,5.242,0.00,353,47.62
1879706,85.0,890.90,5.122,0.00,358,47.62
1879901,85.0,891.90,5.113,0.00,368,51.28
1880006,85.0,892.50,5.263,0.00,373,47.62
1880171,85.0,893.60,5.614,0.22,382,54.55
1880306,85.0,894.20,5.322,0.00,389,51.85
1880411,85.0,894.70,5.182,0.00,395,57.14
1880576,85.0,895.80,5.553,0.00,402,42.42
1880681,85.0,896.30,5.355,0.00,408,57.14
1880876,85.0,897.30,5.244,0.07,418,51.28
1880981,85.0,897.90,5.362,0.00,424,57.14
1881086,85.0,898.40,5.212,0.00,429,47.62
1881281,85.0,899.50,5.372,0.00,439,51.28
1881386,85.0,900.00,5.220,0.00,444,47.62
1881581,85.0,901.10,5.376,0.00,454,51.28
1881686,85.0,901.60,5.223,0.00,459,47.62
1881791,85.0,902.20,5.346,0.00,464,47.62
1881986,85.0,903.30,5.477,0.00,475,56.41
1882091,85.0,903.80,5.298,0.00,480,47.62
1882286,85.0,904.90,5.451,0.00,490,51.28
1882391,85.0,905.40,5.278,0.00,495,47.62
1882496,85.0,905.90,5.149,0.00,501,57.14
1882691,85.0,907.00,5.337,0.00,510,46.15
1882796,85.0,907.60,5.431,0.00,516,57.14
1882901,85.0,908.10,5.264,0.02,521,47.62
1883096,85.0,909.70,6.592,0.00,532,56.41
1883201,85.0,910.30,6.372,0.00,537,47.62
1883306,85.0,910.80,5.970,0.00,542,47.62
1883411,85.0,911.40,5.906,0.00,548,57.14
1883516,85.0,911.90,5.620,0.00,553,47.62
1883696,85.0,913.00,5.743,0.00,562,50.00
1883801,85.0,913.50,5.498,0.00,567,47.62
1883921,85.0,914.00,5.165,0.00,573,50.00
1887060,87.5,921.60,4.479,0.00,0,0.00
1887431,87.5,921.60,3.359,0.00,0,0.00
1887626,87.5,921.60,1.890,0.00,0,0.00
1887731,87.5,921.60,1.417,0.00,3,28.57
1887926,87.5,921.60,0.797,0.06,13,51.28
1888031,87.5,921.60,0.598,0.00,19,57.14
1888136,87.5,922.20,1.877,0.00,24,47.62
1888331,87.5,923.10,3.020,0.00,35,56.41
1888436,87.5,923.20,2.503,0.00,40,47.62
1888631,87.5,923.30,1.646,0.00,50,51.28
1888736,87.5,923.30,1.235,0.00,56,57.14
1888841,87.5,923.60,1.640,0.00,61,47.62
1889036,87.5,924.60,3.155,0.00,71,51.28
1889141,87.5,925.20,3.795,0.00,77,57.14
1889246,87.5,925.60,3.798,0.00,83,57.14
1889351,87.5,926.20,4.277,0.00,88,47.62
1889456,87.5,927.10,5.351,0.00,93,47.62
1889636,87.5,928.20,5.718,0.00,103,55.56
1889741,87.5,928.70,5.479,0.00,108,47.62
1889861,87.5,929.20,5.151,0.00,115,58.33
1890041,87.5,930.00,4.974,0.00,124,50.00
1890146,87.5,930.50,4.921,0.00,130,57.14
1890251,87.5,931.00,4.881,0.00,135,47.62
1890356,87.5,931.60,5.090,0.00,140,47.62
1890551,87.5,932.80,5.541,0.00,151,56.41
1890656,87.5,933.30,5.347,0.14,156,47.62
1890761,87.5,933.80,5.200,0.00,162,57.14
1890866,87.5,934.40,5.329,0.00,167,47.62
1891076,87.5,935.60,5.497,0.00,177,47.62
1891271,87.5,936.70,5.563,0.00,188,56.41
1891376,87.5,937.20,5.362,0.00,193,47.62
1891481,87.5,937.70,5.212,0.00,199,57.14
1891676,87.5,938.80,5.372,0.00,209,51.28
1891781,87.5,939.40,5.458,0.01,215,57.14
1891886,87.5,940.00,5.522,0.00,220,47.62
1891991,87.5,940.50,5.332,0.00,225,47.62
1892186,87.5,941.70,5.537,0.00,236,56.41
1892291,87.5,942.20,5.344,0.00,241,47.62
1892396,87.5,942.80,5.436,0.00,247,57.14
1892561,87.5,943.80,5.592,0.00,256,54.55
1892666,87.5,944.40,5.623,0.00,261,47.62
1892861,87.5,945.50,5.633,0.00,271,51.28
1892966,87.5,946.00,5.415,0.00,277,57.14
1893071,87.5,946.60,5.490,0.00,282,47.62
1893266,87.5,947.70,5.558,0.00,292,51.28
1893371,87.5,948.20,5.359,0.00,298,57.14
1893566,87.5,949.30,5.455,0.00,308,51.28
1893671,87.5,949.90,5.520,0.00,313,47.62
1893776,87.5,950.40,5.330,0.00,318,47.62
1893971,87.5,951.50,5.469,0.00,329,56.41
1894076,87.5,952.00,5.292,0.00,334,47.62
1894271,87.5,953.10,5.417,0.00,345,56.41
1894376,87.5,953.70,5.491,0.00,350,47.62
1894481,87.5,954.20,5.309,0.00,356,57.14
1894676,87.5,955.30,5.427,0.00,365,46.15
1894781,87.5,955.80,5.261,0.00,372,66.67
1894976,87.5,956.90,5.429,0.00,381,46.15
1895081,87.5,957.40,5.263,0.00,387,57.14
1895186,87.5,957.90,5.137,0.00,392,47.62
1895291,87.5,958.50,5.282,0.00,398,57.14
1895396,87.5,959.00,5.152,0.00,404,57.14
1895576,87.5,960.10,5.537,0.00,412,44.44
1895681,87.5,961.20,6.772,0.00,418,57.14
1895801,87.5,961.80,6.329,0.00,425,58.33
1895906,87.5,962.30,5.937,0.00,430,47.62
1896086,87.5,963.40,5.981,0.00,439,50.00
1896191,87.5,963.90,5.676,0.00,445,57.14
1896386,87.5,964.90,5.395,0.00,455,51.28
1896491,87.5,965.50,5.475,0.00,460,47.62
1896596,87.5,966.00,5.297,0.00,466,57.14
1896701,87.5,966.60,5.401,0.00,472,57.14
1896806,87.5,967.10,5.241,0.00,477,47.62
1897001,87.5,968.20,5.389,0.00,487,51.28
1897106,87.5,968.80,5.470,0.00,492,47.62
1897211,87.5,969.30,5.293,0.00,499,66.67
1897316,87.5,969.80,5.160,0.00,504,47.62
1897421,87.5,970.40,5.299,0.00,509,47.62
1897616,87.5,971.50,5.451,0.00,519,51.28
1897721,87.5,972.00,5.279,0.00,525,57.14
1897826,87.5,972.60,5.387,0.00,530,47.62
1897931,87.5,973.10,5.231,0.00,536,57.14
1898126,87.5,974.20,5.334,0.00,546,51.28
1898231,87.5,974.70,5.191,0.00,552,57.14
1898336,87.5,975.30,5.322,0.00,557,47.62
1898501,87.5,976.30,5.506,0.00,566,54.55
1898636,87.5,976.90,5.241,0.00,572,44.44
1898801,87.5,977.90,5.446,0.00,581,54.55
1898906,87.5,978.50,5.513,0.00,586,47.62
1899011,87.5,979.00,5.325,0.00,592,57.14
1902061,90.0,985.60,4.535,0.00,0,0.00
1902446,90.0,985.50,3.336,0.00,0,0.00
1902641,90.0,985.50,1.877,0.00,0,0.00
1902746,90.0,985.50,1.407,0.00,6,57.14
1902941,90.0,986.00,1.893,0.00,16,51.28
1903046,90.0,986.40,2.372,0.00,23,66.67
1903151,90.0,987.00,3.208,0.00,28,47.62
1903256,90.0,987.50,3.596,0.00,33,47.62
1903361,90.0,987.30,2.221,0.00,40,66.67
1903556,90.0,986.70,0.000,0.00,50,51.28
1903661,90.0,987.00,0.714,0.00,56,57.14
1903766,90.0,987.50,1.726,0.00,61,47.62
1903871,90.0,988.10,2.723,0.00,67,57.14
1904066,90.0,989.20,3.972,0.00,77,51.28
1904171,90.0,989.60,3.932,0.00,83,57.14
1904276,90.0,990.10,4.139,0.00,88,47.62
1904441,90.0,991.10,4.619,0.00,97,54.55
1904576,90.0,991.70,4.576,0.00,104,51.85
1904681,90.0,992.30,4.860,0.00,111,66.67
1904846,90.0,993.40,5.312,0.00,120,54.55
1904951,90.0,993.90,5.174,0.00,125,47.62
1905146,90.0,995.00,5.351,0.00,136,56.41
1905251,90.0,995.60,5.442,0.00,141,47.62
1905356,90.0,996.00,5.034,0.00,147,57.14
1905551,90.0,996.90,4.855,0.00,158,56.41
1905656,90.0,997.50,5.070,0.00,163,47.62
1905851,90.0,998.60,5.322,0.00,174,56.41
1905956,90.0,999.20,5.420,0.00,179,47.62
1906061,90.0,999.80,5.494,0.00,185,57.14
1906256,90.0,1000.90,5.561,0.00,195,51.28
1906361,90.0,1001.40,5.361,0.00,201,57.14
1906556,90.0,1002.60,5.694,0.00,212,56.41
1906661,90.0,1003.10,5.461,0.13,217,47.62
1906766,90.0,1003.70,5.524,0.00,223,57.14
1906871,90.0,1004.30,5.572,0.00,229,57.14
1907066,90.0,1005.40,5.575,0.00,239,51.28
1907171,90.0,1005.90,5.371,0.00,245,57.14
1907366,90.0,1007.10,5.700,0.00,256,56.41
1907471,90.0,1007.70,5.704,0.00,261,47.62
1907576,90.0,1008.20,5.468,0.00,266,47.62
1907681,90.0,1008.80,5.530,0.00,273,66.67
1907786,90.0,1009.40,5.576,0.00,278,47.62
1907966,90.0,1010.50,5.710,0.00,288,55.56
1908071,90.0,1011.10,5.711,0.00,293,47.62
1908191,90.0,1011.60,5.325,0.00,300,58.33
1908371,90.0,1013.30,6.355,0.00,310,55.56
1908476,90.0,1013.90,6.195,0.00,315,47.62
1908581,90.0,1014.40,5.836,0.00,321,57.14
1908686,90.0,1015.00,5.806,0.00,327,57.14
1908896,90.0,1016.10,5.557,0.00,338,52.38
1909091,90.0,1017.20,5.567,0.00,348,51.28
1909196,90.0,1017.80,5.603,0.00,355,66.67
1909301,90.0,1018.40,5.631,0.00,360,47.62
1909496,90.0,1019.50,5.638,0.00,371,56.41
1909601,90.0,1020.00,5.419,0.00,376,47.62
1909706,90.0,1020.60,5.493,0.00,382,57.14
1909811,90.0,1021.20,5.548,0.00,387,47.62
1910006,90.0,1022.30,5.591,0.00,398,56.41
1910216,90.0,1023.40,5.437,0.00,410,57.14
1910321,90.0,1024.00,5.506,0.00,415,47.62
1910516,90.0,1025.10,5.540,0.00,426,56.41
1910621,90.0,1025.69,5.559,0.00,431,47.62
1910786,90.0,1026.80,5.852,0.00,440,54.55
1910891,90.0,1027.40,5.817,0.00,446,57.14
1910996,90.0,1028.00,5.791,0.00,452,57.14
1911191,90.0,1029.10,5.728,0.00,462,51.28
1911296,90.0,1029.60,5.486,0.00,468,57.14
1911491,90.0,1030.80,5.768,0.00,478,51.28
1911596,90.0,1031.30,5.516,0.00,484,57.14
1911701,90.0,1031.90,5.566,0.00,490,57.14
1911896,90.0,1033.00,5.601,0.00,500,51.28
1912001,90.0,1033.60,5.629,0.00,506,57.14
1912196,90.0,1034.69,5.613,0.00,517,56.41
1912301,90.0,1035.19,5.400,0.00,522,47.62
1912406,90.0,1035.80,5.503,0.00,527,47.62
1912601,90.0,1037.00,5.774,0.00,538,56.41
1912706,90.0,1037.50,5.521,0.00,544,57.14
1912901,90.0,1038.60,5.546,0.00,554,51.28
1913006,90.0,1039.19,5.564,0.00,560,57.14
1913111,90.0,1039.80,5.626,0.00,565,47.62
1913306,90.0,1040.90,5.635,0.00,576,56.41
1913411,90.0,1041.40,5.416,0.00,582,57.14
1913516,90.0,1042.00,5.491,0.00,588,57.14
1913621,90.0,1042.50,5.309,0.05,593,47.62
1913726,90.0,1043.10,5.410,0.00,599,57.14
1913906,90.0,1044.19,5.724,0.00,608,50.00
1914011,90.0,1044.80,5.745,0.00,615,66.67
1917062,92.5,1051.50,4.858,0.01,0,0.00
1917431,92.5,1051.40,3.576,0.04,0,0.00
1917536,92.5,1051.40,2.682,0.05,0,0.00
1917641,92.5,1051.40,2.011,0.05,2,19.05
1917836,92.5,1051.40,1.131,0.00,13,56.41
1917941,92.5,1051.69,1.539,0.00,19,57.14
1918046,92.5,1052.19,2.345,0.00,24,47.62
1918241,92.5,1053.40,4.018,0.00,35,56.41
1918346,92.5,1053.30,2.776,0.00,41,57.14
1918541,92.5,1053.40,1.770,0.00,52,56.41
1918646,92.5,1053.90,2.518,0.00,58,57.14
1918841,92.5,1054.80,3.473,0.00,69,56.41
1918946,92.5,1055.10,3.319,0.00,74,47.62
1919066,92.5,1055.80,3.948,0.00,81,58.33
1919246,92.5,1056.80,4.350,0.00,91,55.56
1919351,92.5,1057.30,4.453,0.00,96,47.62
1919456,92.5,1057.90,4.768,0.00,103,66.67
1919561,92.5,1058.50,5.005,0.00,108,47.62
1919756,92.5,1059.60,5.315,0.00,119,56.41
1919951,92.5,1060.80,5.698,0.00,129,51.28
1920071,92.5,1061.30,5.315,0.00,137,66.67
1920251,92.5,1062.50,5.653,0.00,146,50.00
1920356,92.5,1063.10,5.668,0.00,152,57.14
1920461,92.5,1063.69,5.656,0.00,158,57.14
1920656,92.5,1064.80,5.676,0.00,169,56.41
1920761,92.5,1065.50,5.923,0.00,174,47.62
1920865,92.5,1066.69,7.303,0.00,180,57.69
1920971,92.5,1067.00,6.208,0.00,186,56.60
1921165,92.5,1068.19,6.064,0.00,196,51.55
1921271,92.5,1068.90,6.223,0.00,203,66.04
1921376,92.5,1069.50,6.096,0.00,208,47.62
1921481,92.5,1070.10,6.000,0.00,214,57.14
1921586,92.5,1070.60,5.691,0.00,220,57.14
1921691,92.5,1071.19,5.673,0.00,226,57.14
1921886,92.5,1072.30,5.685,0.00,237,56.41
1921991,92.5,1072.90,5.692,0.00,242,47.62
1922096,92.5,1073.50,5.698,0.00,248,57.14
1922201,92.5,1074.10,5.702,0.00,254,57.14
1922396,92.5,1075.19,5.674,0.00,265,56.41
1922501,92.5,1075.80,5.708,0.00,271,57.14
1922606,92.5,1076.30,5.471,0.00,276,47.62
1922771,92.5,1077.40,5.770,0.00,286,60.61
1922906,92.5,1078.19,5.790,0.00,293,51.85
1923071,92.5,1079.30,6.025,0.00,302,54.55
1923176,92.5,1079.69,5.447,0.00,308,57.14
1923281,92.5,1080.30,5.538,0.00,313,47.62
1923476,92.5,1081.30,5.288,0.00,324,56.41
1923581,92.5,1082.30,6.347,0.00,330,57.14
1923776,92.5,1083.19,5.600,0.00,341,56.41
1923881,92.5,1083.80,5.652,0.00,346,47.62
1923986,92.5,1084.40,5.668,0.00,353,66.67
1924181,92.5,1085.50,5.658,0.00,363,51.28
1924286,92.5,1086.00,5.434,0.00,369,57.14
1924481,92.5,1087.30,5.947,0.00,380,56.41
1924586,92.5,1087.80,5.651,0.00,386,57.14
1924691,92.5,1088.50,5.904,0.00,391,47.62
1924886,92.5,1089.60,5.821,0.00,403,61.54
1924991,92.5,1090.00,5.318,0.00,408,47.62
1925186,92.5,1091.40,6.146,0.00,419,56.41
1925291,92.5,1091.90,5.800,0.00,425,57.14
1925396,92.5,1092.30,5.303,0.00,430,47.62
1925501,92.5,1092.90,5.405,0.00,437,66.67
1925696,92.5,1093.90,5.213,0.00,447,51.28
1925906,92.5,1095.00,5.224,0.00,459,57.14
1926011,92.5,1096.19,6.751,0.00,464,47.62
1926131,92.5,1096.19,5.063,0.31,471,58.33
1926296,92.5,1097.69,6.070,0.00,480,54.55
1926401,92.5,1098.40,6.243,0.00,486,57.14
1926506,92.5,1098.60,5.159,0.00,492,57.14
1926701,92.5,1100.00,6.027,0.00,503,56.41
1926806,92.5,1100.00,4.520,0.36,508,47.62
1926926,92.5,1101.30,6.098,0.15,515,58.33
1927106,92.5,1104.00,10.848,0.07,525,55.56
1927211,92.5,1102.19,3.826,0.00,530,47.62
1927315,92.5,1104.19,7.677,0.00,537,67.31
1927421,92.5,1104.19,5.758,0.00,542,47.17
1927526,92.5,1105.00,6.247,0.17,548,57.14
1927631,92.5,1105.69,6.328,0.00,553,47.62
1927826,92.5,1106.80,6.110,0.00,564,56.41
1927931,92.5,1107.30,5.773,0.00,570,57.14
1928036,92.5,1107.80,5.520,0.00,576,57.14
1928141,92.5,1108.50,5.807,0.43,582,57.14
1928246,92.5,1108.90,5.308,0.27,587,47.62
1928441,92.5,1110.10,5.634,0.00,598,56.41
1928546,92.5,1110.69,5.630,0.00,604,57.14
1928711,92.5,1111.80,5.905,0.00,613,54.55
1928846,92.5,1112.50,5.725,0.27,621,59.26
1928951,92.5,1113.00,5.484,0.00,627,57.14
1932063,95.0,1119.90,4.667,0.04,0,0.00
1932461,95.0,1119.90,3.501,0.00,0,0.00
1932641,95.0,1120.00,2.764,0.04,0,0.00
1932746,95.0,1119.90,1.835,0.00,4,38.10
1932851,95.0,1119.90,1.376,0.00,11,66.67
1932956,95.0,1120.40,2.223,0.44,17,57.14
